artist,metascore,num_lyric_tracks,release_date,title,user_score,explicit_count,explicit_avg
Justin Bieber,57,17,14-Feb-20,Changes,5.7,4,0.23529411764705882
Beach Slang,59,11,10-Jan-20,The Deadbeat Bang of Heartbreak City,4.5,27,2.4545454545454546
James Taylor,60,16,28-Feb-20,American Standard,8.5,0,0.0
DaBaby,61,13,17-Apr-20,Blame It on Baby,4.5,333,25.615384615384617
Morrissey,62,11,20-Mar-20,I Am Not a Dog on a Chain,8.3,1,0.09090909090909091
Lil Wayne,62,24,31-Jan-20,Funeral,6.1,410,17.083333333333332
Niall Horan,63,14,13-Mar-20,Heartbreak Weather,8.7,0,0.0
Eminem,64,20,17-Jan-20,Music To Be Murdered By,8.5,206,10.3
Caleb Landry Jones,65,15,1-May-20,The Mother Stone,tbd,0,0.0
Mura Masa,65,11,17-Jan-20,R.Y.C.,6.3,13,1.1818181818181819
Best Coast,66,11,21-Feb-20,Always Tomorrow,7.8,3,0.2727272727272727
La Roux,67,8,7-Feb-20,Supervision,6.7,0,0.0
Green Day,68,0,7-Feb-20,Father of All…,5.3,0,0.0
Nathaniel Rateliff,68,10,14-Feb-20,And It's Still Alright,tbd,8,0.8
Ellis,68,0,3-Apr-20,Born Again,tbd,0,0.0
Porches,69,11,13-Mar-20,Ricky Music,6.8,13,1.1818181818181819
Deap Lips,69,10,13-Mar-20,Deap Lips,6.0,42,4.2
EOB,70,0,17-Apr-20,Earth,8.3,0,0.0
Poliça,70,0,31-Jan-20,When We Stay Alive,6.7,0,0.0
Wolf Parade,70,10,24-Jan-20,Thin Mind,8.1,1,0.1
Lee Ranaldo/Raül Refree,70,0,21-Feb-20,Names of North End Women,tbd,0,0.0
Moaning,70,13,20-Mar-20,Uneasy Laughter,tbd,0,0.0
Flat Worms,70,11,10-Apr-20,Antarctica,tbd,0,0.0
Diet Cig,70,10,1-May-20,Do You Wonder About Me?,7.5,3,0.3
Nicolas Godin,71,10,24-Jan-20,Concrete and Glass,tbd,0,0.0
Purity Ring,72,10,3-Apr-20,Womb,8.0,0,0.0
Sufjan Stevens,72,0,24-Mar-20,Aporia,6.7,0,0.0
Brendan Benson,72,11,24-Apr-20,Dear Life,tbd,4,0.36363636363636365
Poppy,72,10,10-Jan-20,I Disagree,8.3,0,0.0
J Balvin,72,10,20-Mar-20,Colores,6.9,0,0.0
Roger Eno,72,0,20-Mar-20,Mixing Colours,tbd,0,0.0
TOPS,72,11,3-Apr-20,I Feel Alive,8.5,1,0.09090909090909091
Hilary Woods,73,8,13-Mar-20,Birthmarks,tbd,0,0.0
Little Dragon,73,11,27-Mar-20,"New Me, Same Us",7.7,0,0.0
Hazel English,73,10,24-Apr-20,Wake UP!,7.7,11,1.1
Kesha,73,16,31-Jan-20,High Road,8.7,91,5.6875
The Orielles,73,10,28-Feb-20,Disco Volador,8.0,0,0.0
HMLTD,73,15,7-Feb-20,West of Eden,8.0,14,0.9333333333333333
The Districts,73,11,13-Mar-20,You Know I'm Not Going Anywhere,tbd,5,0.45454545454545453
King Krule,73,14,21-Feb-20,Man Alive!,8.1,4,0.2857142857142857
Harkin,73,0,24-Apr-20,Harkin,tbd,0,0.0
Algiers,73,11,17-Jan-20,There Is No Year,7.1,0,0.0
Field Music,73,19,10-Jan-20,Making a New World,7.1,0,0.0
Austra,74,11,1-May-20,Hirudin,7.8,0,0.0
Four Tet,74,16,13-Mar-20,Sixteen Oceans,7.7,0,0.0
Dan Deacon,74,11,31-Jan-20,Mystic Familiar,8.8,0,0.0
Agnes Obel,74,10,21-Feb-20,Myopia,8.0,0,0.0
Brooke Bentham,74,11,28-Feb-20,Everyday Nothing,tbd,1,0.09090909090909091
Anna Burch,74,12,3-Apr-20,If You're Dreaming,7.1,0,0.0
Bombay Bicycle Club,74,11,17-Jan-20,Everything Else Has Gone Wrong,6.9,0,0.0
Holy Fuck,75,9,17-Jan-20,Deleter,7.4,4,0.4444444444444444
Mandy Moore,75,12,6-Mar-20,Silver Landings,8.4,1,0.08333333333333333
Cable Ties,75,1,27-Mar-20,Far Enough,tbd,0,0.0
Spinning Coin,75,0,21-Feb-20,Hyacinth,tbd,0,0.0
M. Ward,75,11,3-Apr-20,Migration Stories,7.6,0,0.0
Ala.Ni,75,11,31-Jan-20,ACCA,tbd,0,0.0
Pet Shop Boys,75,10,24-Jan-20,Hotspot,7.5,5,0.5
The Strokes,75,9,10-Apr-20,The New Abnormal,9.1,2,0.2222222222222222
Humanist,75,15,21-Feb-20,HUMANIST,tbd,1,0.06666666666666667
Of Montreal,76,10,17-Jan-20,Ur Fun,7.0,7,0.7
Black Lips,76,12,24-Jan-20,Sing in a World That's Falling Apart,7.1,5,0.4166666666666667
Squarepusher,76,9,31-Jan-20,Be Up a Hello,6.1,0,0.0
Shabazz Palaces,76,10,17-Apr-20,The Don of Diamond Dreams,8.1,69,6.9
Greg Dulli,76,10,21-Feb-20,Random Desire,8.7,1,0.1
Nap Eyes,76,11,27-Mar-20,Snapshot of a Beginner,tbd,3,0.2727272727272727
Selena Gomez,76,13,10-Jan-20,Rare,8.7,2,0.15384615384615385
Pinegrove,76,11,17-Jan-20,Marigold,6.6,3,0.2727272727272727
Alice Boman,76,10,17-Jan-20,Dream On,7.5,0,0.0
Sløtface,76,0,31-Jan-20,Sorry for the Late Reply,6.3,0,0.0
Daniel Avery,76,0,27-Mar-20,Illusion of Time,6.8,0,0.0
Car Seat Headrest,76,11,1-May-20,Making a Door Less Open,7.3,7,0.6363636363636364
Marcus King,77,12,17-Jan-20,El Dorado,6.7,3,0.25
Brian Fallon,77,8,27-Mar-20,Local Honey,8.4,2,0.25
Kehlani,77,15,8-May-20,It Was Good Until It Wasn't,8.9,100,6.666666666666667
John Moreland,77,11,7-Feb-20,LP5,tbd,6,0.5454545454545454
Fiona Apple,100,13,17-Apr-20,Fetch the Bolt Cutters,8.7,7,0.5384615384615384
Perfume Genius,92,13,15-May-20,Set My Heart on Fire Immediately,8.9,0,0.0
Moses Sumney,90,0,15-May-20,græ,8.7,0,0.0
Rina Sawayama,90,13,17-Apr-20,Sawayama,9.1,30,2.3076923076923075
BC Camplight,89,3,24-Apr-20,Shortly After Takeoff,8.6,2,0.6666666666666666
Laura Marling,89,10,10-Apr-20,Song for Our Daughter,8.7,6,0.6
Gil Scott-Heron,89,18,7-Feb-20,We're New Again: A Reimagining by Makaya McCraven,7.7,4,0.2222222222222222
Dua Lipa,88,11,27-Mar-20,Future Nostalgia,9.0,18,1.6363636363636365
Waxahatchee,88,11,27-Mar-20,Saint Cloud,7.5,10,0.9090909090909091
Yves Tumor,88,13,3-Apr-20,Heaven to a Tortured Mind,7.9,0,0.0
Mystery Jets,87,10,3-Apr-20,A Billion Heartbeats,8.4,11,1.1
Beatrice Dillon,87,14,7-Feb-20,Workaround,7.1,0,0.0
J Hus,87,14,24-Jan-20,Big Conspiracy,7.5,21,1.5
Baxter Dury,86,10,20-Mar-20,The Night Chancers,8.8,5,0.5
Frazey Ford,86,11,7-Feb-20,U Kin B The Sun,7.5,0,0.0
The James Hunter Six,85,13,6-Mar-20,Nick of Time,8.5,0,0.0
Porridge Radio,85,11,13-Mar-20,Every Bad,8.0,5,0.45454545454545453
Lilly Hiatt,85,0,27-Mar-20,Walking Proof,8.2,0,0.0
Katie Gately,85,8,14-Feb-20,Loom,8.7,1,0.125
Charli XCX,84,11,15-May-20,how i'm feeling now,8.9,4,0.36363636363636365
Hayley Williams,84,15,8-May-20,Petals for Armor,9.4,2,0.13333333333333333
Thundercat,84,15,3-Apr-20,It Is What It Is,7.9,3,0.2
Bill Fay,84,17,17-Jan-20,Countless Branches,6.9,0,0.0
Sparks,84,14,15-May-20,"A Steady Drip, Drip, Drip",8.4,22,1.5714285714285714
Code Orange,84,15,13-Mar-20,Underneath,8.6,10,0.6666666666666666
Lil Uzi Vert,84,18,6-Mar-20,Eternal Atake,6.9,313,17.38888888888889
Caribou,84,12,28-Feb-20,Suddenly,8.2,0,0.0
Lucinda Williams,84,12,24-Apr-20,Good Souls Better Angels,8.4,10,0.8333333333333334
Shabaka & the Ancestors,84,11,13-Mar-20,We Are Sent Here by History,7.8,0,0.0
Mac Miller,83,12,17-Jan-20,Circles,7.6,20,1.6666666666666667
Brandy Clark,83,11,6-Mar-20,Your Life Is a Record,7.6,7,0.6363636363636364
Childish Gambino,83,12,22-Mar-20,3.15.20,7.3,11,0.9166666666666666
Moses Boyd,83,10,14-Feb-20,Dark Matter,8.4,0,0.0
Nadia Reid,83,10,6-Mar-20,Out of My Province,7.8,1,0.1
Ashley McBryde,83,11,3-Apr-20,Never Will,8.3,17,1.5454545454545454
Jay Electronica,83,10,13-Mar-20,A Written Testimony,7.7,19,1.9
Riz Ahmed,83,15,6-Mar-20,The Long Goodbye,tbd,38,2.533333333333333
The Dream Syndicate,83,5,10-Apr-20,The Universe Inside,tbd,0,0.0
Frances Quinlan,83,9,31-Jan-20,Likewise,6.7,0,0.0
U.S. Girls,83,13,6-Mar-20,Heavy Light,7.8,4,0.3076923076923077
Mark Lanegan,82,15,8-May-20,Straight Songs of Sorrow,7.9,7,0.4666666666666667
Tony Allen,82,0,20-Mar-20,Rejoice,tbd,0,0.0
Kiwi Jr.,82,10,17-Jan-20,Football Money,6.6,1,0.1
Six Organs of Admittance,82,0,21-Feb-20,Companion Rises,8.3,0,0.0
Jessie Reyez,82,14,27-Mar-20,Before Love Came To Kill Us,8.6,77,5.5
Cornershop,82,0,6-Mar-20,England Is a Garden,tbd,0,0.0
BTS,82,20,21-Feb-20,Map of the Soul: 7,9.6,6,0.3
Empress Of,82,12,3-Apr-20,I'm Your Empress Of,8.5,33,2.75
OOIOO,82,0,17-Jan-20,Nijimusi,tbd,0,0.0
Soccer Mommy,81,10,28-Feb-20,color theory,8.5,0,0.0
Jason Isbell and the 400 Unit,81,10,15-May-20,Reunions,8.9,1,0.1
Denzel Curry,81,0,7-Feb-20,UNLOCKED,7.9,0,0.0
Arbouretum,81,0,20-Mar-20,Let It All In,tbd,0,0.0
I Break Horses,81,12,8-May-20,Warnings,8.8,1,0.08333333333333333
Aoife Nessa Frances,81,9,17-Jan-20,Land of No Junction,tbd,0,0.0
The Necks,81,0,27-Mar-20,Three,tbd,0,0.0
Ren Harvieu,81,1,3-Apr-20,Revel in the Drama,tbd,0,0.0
Stephen Malkmus,81,10,6-Mar-20,Traditional Techniques,6.9,1,0.1
Andy Shauf,81,11,24-Jan-20,The Neon Skyline,8.0,10,0.9090909090909091
Caroline Rose,81,11,6-Mar-20,Superstar,8.1,6,0.5454545454545454
Nine Inch Nails,81,9,27-Mar-20,Ghosts V: Together,7.7,0,0.0
070 Shake,80,14,17-Jan-20,Modus Vivendi,7.8,11,0.7857142857142857
Destroyer,80,10,31-Jan-20,Have We Met,7.5,7,0.7
Hamilton Leithauser,80,11,10-Apr-20,The Loves of Your Life,8.1,0,0.0
Maria McKee,80,0,13-Mar-20,La Vita Nuova,tbd,0,0.0
Drive-By Truckers,80,9,31-Jan-20,The Unraveling,6.4,5,0.5555555555555556
The Weeknd,80,14,20-Mar-20,After Hours,8.8,29,2.0714285714285716
Wire,80,9,24-Jan-20,Mind Hive,7.0,0,0.0
...And You Will Know Us by the Trail of Dead,80,12,17-Jan-20,X: The Godless Void and Other Stories,8.6,3,0.25
Disq,80,10,6-Mar-20,Collector,8.7,0,0.0
The Chats,80,14,27-Mar-20,High Risk Behaviour,8.9,10,0.7142857142857143
Ian William Craig,80,0,27-Mar-20,Red Sun Through Smoke,tbd,0,0.0
Nada Surf,80,9,7-Feb-20,Never Not Together,8.4,2,0.2222222222222222
Halsey,80,16,17-Jan-20,Manic,8.2,17,1.0625
Sir Richard Bishop,80,0,17-Apr-20,Oneiric Formulary,tbd,0,0.0
Liam Payne,44,22,6-Dec-19,LP1,7.3,7,0.3181818181818182
Lil Pump,46,16,22-Feb-19,Harverd Dropout,2.5,343,21.4375
Weezer,53,10,1-Mar-19,Weezer [Black Album],5.4,9,0.9
Kanye West,53,11,25-Oct-19,Jesus Is King,5.2,0,0.0
Avril Lavigne,55,12,15-Feb-19,Head Above Water,8.3,14,1.1666666666666667
The Avett Brothers,56,13,4-Oct-19,Closer Than Together,tbd,2,0.15384615384615385
The Dandy Warhols,56,12,25-Jan-19,Why You So Crazy,6.5,7,0.5833333333333334
Morrissey,57,12,24-May-19,California Son,6.4,0,0.0
Ed Sheeran,57,15,12-Jul-19,No. 6 Collaborations Project,4.4,34,2.2666666666666666
Hollywood Vampires,57,16,21-Jun-19,Rise,4.5,6,0.375
Homeshake,57,13,15-Feb-19,Helium,6.4,5,0.38461538461538464
Weezer,58,10,24-Jan-19,Weezer (Teal Album),5.3,2,0.2
Khalid,58,17,5-Apr-19,Free Spirit,6.5,9,0.5294117647058824
Nas,58,0,19-Jul-19,The Lost Tapes II,8.5,0,0.0
Honeyblood,59,11,24-May-19,In Plain Sight,tbd,9,0.8181818181818182
DJ Khaled,59,15,17-May-19,Father Of Asahd,2.8,105,7.0
LSD,60,10,12-Apr-19,"Labrinth, Sia & Diplo Present LSD",7.5,3,0.3
Juice WRLD,61,22,8-Mar-19,Death Race for Love,5.8,249,11.318181818181818
Kaiser Chiefs,61,11,26-Jul-19,Duck,6.3,6,0.5454545454545454
Mabel,61,22,2-Aug-19,High Expectations,7.9,27,1.2272727272727273
MARINA,62,16,26-Apr-19,Love + Fear,8.1,1,0.0625
Ian Brown,62,10,1-Feb-19,Ripples,5.9,0,0.0
Hozier,63,14,1-Mar-19,"Wasteland, Baby!",8.1,5,0.35714285714285715
Silversun Pickups,63,10,7-Jun-19,Widow's Weeds,7.8,2,0.2
Yeasayer,63,9,7-Jun-19,Erotic Reruns,6.7,3,0.3333333333333333
L7,63,11,3-May-19,Scatter the Rats,5.5,10,0.9090909090909091
Robbie Robertson,64,13,20-Sep-19,Sinematic,8.2,7,0.5384615384615384
UNKLE,64,22,29-Mar-19,"The Road, Pt. 2: Lost Highway",6.9,5,0.22727272727272727
Sleeper,64,11,22-Mar-19,The Modern Age,6.5,5,0.45454545454545453
Peter Doherty & the Puta Madres,65,11,26-Apr-19,Peter Doherty & the Puta Madres,tbd,2,0.18181818181818182
Frank Turner,65,13,16-Aug-19,No Man's Land,tbd,1,0.07692307692307693
Harry Nilsson,65,11,22-Nov-19,Losst and Founnd,tbd,1,0.09090909090909091
Maren Morris,66,14,8-Mar-19,Girl,7.1,12,0.8571428571428571
Boris,66,0,4-Oct-19,Love & Evol,tbd,0,0.0
Taylor Hawkins & the Coattail Riders,66,0,8-Nov-19,Get the Money,tbd,0,0.0
Blink-182,67,16,20-Sep-19,Nine,6.7,5,0.3125
Methyl Ethel,67,9,15-Feb-19,Triage,7.1,0,0.0
Temples,67,11,27-Sep-19,Hot Motion,7.5,0,0.0
Rick Ross,67,15,9-Aug-19,Port of Miami 2,6.8,177,11.8
Why?,67,19,9-Aug-19,Aokohio,5.0,7,0.3684210526315789
Gang of Four,67,0,19-Apr-19,Happy Now,tbd,0,0.0
Chaka Khan,68,7,15-Feb-19,Hello Happiness,5.9,0,0.0
William Patrick Corgan,68,0,22-Nov-19,Cotillions,7.0,0,0.0
The Lemonheads,68,13,8-Feb-19,Varshons 2,5.5,2,0.15384615384615385
Filthy Friends,68,10,3-May-19,Emerald Valley,tbd,0,0.0
Cuco,68,13,26-Jul-19,Para Mi,7.9,18,1.3846153846153846
Violent Femmes,68,13,26-Jul-19,Hotel Last Resort,6.0,1,0.07692307692307693
Foxygen,68,9,26-Apr-19,Seeing Other People,7.7,8,0.8888888888888888
M83,68,15,20-Sep-19,DSVII,6.8,0,0.0
Belle and Sebastian,68,0,13-Sep-19,Days of the Bagnold Summer OST,8.5,0,0.0
Céline Dion,68,0,15-Nov-19,Courage,8.2,0,0.0
Drenge,68,10,22-Feb-19,Strange Creatures,6.0,4,0.4
Keane,68,16,20-Sep-19,Cause and Effect,8.6,2,0.125
!!! [Chik Chik Chik],69,14,30-Aug-19,Wallop,4.3,22,1.5714285714285714
Idlewild,69,13,5-Apr-19,Interview Music,5.0,1,0.07692307692307693
Rat Boy,69,11,25-Jan-19,Internationally Unknown,3.6,21,1.9090909090909092
Cigarettes After Sex,69,9,25-Oct-19,Cry,7.8,1,0.1111111111111111
Babymetal,69,17,11-Oct-19,Metal Galaxy,7.7,14,0.8235294117647058
Doon Kanda,69,13,29-Nov-19,Labyrinth,tbd,0,0.0
Tallies,69,11,11-Jan-19,Tallies,6.5,0,0.0
Mac DeMarco,69,13,10-May-19,Here Comes the Cowboy,6.5,2,0.15384615384615385
Efterklang,69,9,20-Sep-19,Altid Sammen,7.2,0,0.0
Bleached,69,12,12-Jul-19,Don't You Think You've Had Enough?,7.8,12,1.0
DJ Shadow,69,26,15-Nov-19,Our Pathetic Age,8.3,42,1.6153846153846154
The Darkness,69,14,4-Oct-19,Easter is Cancelled,7.6,4,0.2857142857142857
ScHoolboy Q,69,14,26-Apr-19,CrasH Talk,6.9,156,11.142857142857142
Cosey Fanni Tutti,69,0,8-Feb-19,Tutti,tbd,0,0.0
Allah-Las,70,13,11-Oct-19,Lahs,7.8,1,0.07692307692307693
Common,70,11,30-Aug-19,Let Love,7.1,30,2.727272727272727
Pixies,70,12,13-Sep-19,Beneath the Eyrie,7.5,4,0.3333333333333333
Future,70,20,18-Jan-19,Future Hndrxx Presents: The WIZRD,6.1,226,11.3
Kindness,70,13,6-Sep-19,Something Like a War,7.4,1,0.07692307692307693
Ride,70,12,16-Aug-19,This Is Not a Safe Place,8.1,0,0.0
Mndsgn,70,0,14-Jun-19,Snaxx,tbd,0,0.0
Madonna,70,18,14-Jun-19,Madame X,8.8,22,1.2222222222222223
Nick Cave & the Bad Seeds,96,11,4-Oct-19,Ghosteen,8.7,0,0.0
Weyes Blood,91,11,5-Apr-19,Titanic Rising,9.0,0,0.0
Little Simz,91,10,1-Mar-19,Grey Area,8.3,60,6.0
Baroness,91,17,14-Jun-19,Gold & Grey,7.4,3,0.17647058823529413
Raphael Saadiq,90,13,23-Aug-19,Jimmy Lee,5.8,15,1.1538461538461537
Rapsody,90,16,23-Aug-19,Eve,8.0,68,4.25
Dave,90,11,8-Mar-19,Psychodrama,7.9,63,5.7272727272727275
Michael Kiwanuka,89,14,1-Nov-19,Kiwanuka,8.2,0,0.0
Jamila Woods,89,13,10-May-19,LEGACY! LEGACY!,8.0,18,1.3846153846153846
Angel Olsen,89,11,4-Oct-19,All Mirrors,7.6,6,0.5454545454545454
Solange,89,19,1-Mar-19,When I Get Home,7.5,16,0.8421052631578947
Slipknot,89,14,9-Aug-19,We Are Not Your Kind,8.5,23,1.6428571428571428
Refused,88,10,18-Oct-19,War Music,8.4,8,0.8
Lingua Ignota,88,11,19-Jul-19,Caligula,7.9,12,1.0909090909090908
Aldous Harding,88,9,26-Apr-19,Designer,8.3,2,0.2222222222222222
FKA twigs,88,9,8-Nov-19,Magdalene,8.9,3,0.3333333333333333
Brittany Howard,88,11,20-Sep-19,Jaime,7.9,2,0.18181818181818182
Freddie Gibbs,88,0,28-Jun-19,Bandana,8.6,0,0.0
Bill Callahan,88,20,14-Jun-19,Shepherd in a Sheepskin Vest,7.4,0,0.0
Big Thief,87,12,3-May-19,U.F.O.F.,8.5,1,0.08333333333333333
Cate Le Bon,87,10,24-May-19,Reward,8.0,0,0.0
Purple Mountains,87,10,12-Jul-19,Purple Mountains,7.8,5,0.5
Lana Del Rey,87,14,30-Aug-19,Norman Fucking Rockwell!,9.2,40,2.857142857142857
Sharon Van Etten,86,10,18-Jan-19,Remind Me Tomorrow,8.1,3,0.3
Ariana Grande,86,12,8-Feb-19,"thank u, next",7.2,34,2.8333333333333335
Bobby Krlic,86,0,5-Jul-19,Midsommar [Original Motion Picture Soundtrack],8.0,0,0.0
(Sandy) Alex G,86,14,13-Sep-19,House of Sugar,8.7,2,0.14285714285714285
Fontaines DC,86,11,12-Apr-19,Dogrel,8.2,2,0.18181818181818182
Chai,86,10,15-Mar-19,Punk,7.2,0,0.0
Rhiannon Giddens,86,16,3-May-19,There is No Other,7.5,0,0.0
Edwyn Collins,85,12,29-Mar-19,Badbea,tbd,3,0.25
PUP,85,11,5-Apr-19,Morbid Stuff,8.3,13,1.1818181818181819
Denzel Curry,85,12,31-May-19,ZUU,7.9,109,9.083333333333334
JPEGMAFIA,85,18,13-Sep-19,All My Heroes Are Cornballs,8.7,204,11.333333333333334
Yola,85,12,22-Feb-19,Walk Through Fire,8.3,0,0.0
Bedouine,85,12,21-Jun-19,Bird Songs of a Killjoy,6.9,1,0.08333333333333333
Tinariwen,85,0,6-Sep-19,Amadjar,7.6,0,0.0
Sunn O))),85,4,19-Apr-19,Life Metal,7.5,0,0.0
Opeth,85,10,27-Sep-19,In Cauda Venenum,8.8,0,0.0
Mannequin Pussy,85,10,21-Jun-19,Patience,7.9,11,1.1
Big Thief,85,10,11-Oct-19,Two Hands,8.3,0,0.0
Nilüfer Yanya,85,0,22-Mar-19,Miss Universe,8.3,0,0.0
Jenny Lewis,85,11,22-Mar-19,On the Line,8.4,2,0.18181818181818182
Bring Me the Horizon,85,13,25-Jan-19,Amo,7.5,34,2.6153846153846154
Julia Jacklin,85,10,22-Feb-19,Crushing,8.1,0,0.0
Marika Hackman,84,11,9-Aug-19,Any Human Friend,7.5,18,1.6363636363636365
Vanishing Twin,84,10,7-Jun-19,The Age of Immunology,tbd,0,0.0
The Twilight Sad,84,11,18-Jan-19,It Won't Be Like This All the Time,8.1,0,0.0
Teebs,84,15,25-Oct-19,Anicca,8.3,1,0.06666666666666667
Sleaford Mods,84,12,22-Feb-19,Eton Alive,7.1,27,2.25
Spellling,84,12,22-Feb-19,Mazy Fly,7.3,0,0.0
The Muffs,84,18,18-Oct-19,No Holiday,tbd,0,0.0
Elbow,84,9,11-Oct-19,Giants of All Sizes,7.6,1,0.1111111111111111
The Delines,84,10,11-Jan-19,The Imperial,7.4,1,0.1
Jenny Hval,84,8,13-Sep-19,The Practice of Love,7.9,1,0.125
Inter Arma,84,9,12-Apr-19,Sulphur English,tbd,7,0.7777777777777778
Kate Tempest,84,11,14-Jun-19,The Book Of Traps and Lessons,8.2,2,0.18181818181818182
Mega Bog,84,10,28-Jun-19,Dolphine,8.6,1,0.1
Bruce Springsteen,84,13,14-Jun-19,Western Stars,7.1,5,0.38461538461538464
Devin Townsend,84,10,29-Mar-19,Empath,8.5,0,0.0
Beth Gibbons,84,0,29-Mar-19,"Henryk Górecki: Symphony No. 3 ""Symphony of Sorrowful Songs"" [Live]",7.9,0,0.0
Jessica Pratt,84,9,8-Feb-19,Quiet Signs,7.7,0,0.0
Thom Yorke,84,10,27-Jun-19,ANIMA,8.8,0,0.0
Leonard Cohen,84,9,22-Nov-19,Thanks for the Dance,7.8,7,0.7777777777777778
Lizzo,84,11,19-Apr-19,Cuz I Love You,7.5,75,6.818181818181818
Peter Perrett,84,12,7-Jun-19,Humanworld,tbd,3,0.25
Sudan Archives,83,14,1-Nov-19,Athena,7.4,6,0.42857142857142855
Danny Brown,83,0,4-Oct-19,uknowhatimsayin¿,8.3,0,0.0
The Comet Is Coming,83,9,15-Mar-19,Trust in the Lifeforce of the Deep Mystery,8.1,0,0.0
Joan Shelley,83,12,30-Aug-19,Like the River Loves the Sea,7.1,0,0.0
Hovvdy,83,13,18-Oct-19,Heavy Lifter,tbd,0,0.0
Tanya Tucker,83,10,23-Aug-19,While I'm Livin',8.7,8,0.8
Mekons,83,9,29-Mar-19,Deserted,tbd,2,0.2222222222222222
Sampa the Great,83,19,13-Sep-19,The Return,7.8,35,1.8421052631578947
